110440,1.1.02.41,BANAMEX 900150-7 DLLS.  CD,110400
110441,1.1.02.42,BANAMEX 900150-7  CONTROL CD,110400
110442,1.1.02.43,CALIFORNIA COMMERCE BANK 58-022829 DLSS,110400
110443,1.1.02.44,CALIFORNIA COMMERCE BANK 58-022829 DLSS. CONTROL,110400
110444,1.1.02.45,BITAL 40-0355648-7 SUPERBOM,110400
110445,1.1.02.46,BANORTE 061-01566-3,110400
110446,1.1.02.47,BANAMEX 767774-0 LAB. CD,110400
110447,1.1.02.48,BANORTE 061-01476-4,110400
110448,1.1.02.49,BANORTE 061-02241-4 HLC,110400
110449,1.1.02.50,BANAMEX 554-7684666 CSC,110400
110450,1.1.02.51,BANCOMER 0153293165 HLC,110400
110451,1.1.02.52,SCOTIABANK 253 00000205,110400
110452,1.1.02.53,BANCO CTA PUENTE,110400
110453,1.1.02.54,SCOTIABANK 23500000590,110400
110454,1.1.02.55,SCOTIABANK 25300000361 CONCENTRADORA,110400
110455,1.1.02.56,SCOTIABANK 25300001015 GUARDERIA,110400
110456,1.1.02.57,SCOTIABANK 25300007919 UMART,110400
110457,1.1.02.58,INBURSA 50003184845,110400
110458,1.1.02.59,SCOTIABANK 25300008044 UNILAB,110400
110459,1.1.02.60,INBURSA COVOPROM 500033014633,110400
110460,1.1.02.61,SCOTIABANK 25300008133 CONSERVATORIO,110400
110461,1.1.02.62,SCOTIABANK 25300008060 MODUMART,110400
110462,1.1.02.63,SCOTIABANK 25300008303 PATRONATO UM,110400
110463,1.1.02.64,SCOTIABANK VIDA SANA,110400
110464,1.1.02.65,BANAMEX CENTRO DENTAL 7758996,110400
110465,1.1.02.66,SCOTIABANK 25300014192 CENTRO DENTAL,110400
110466,1.1.02.67,SCOTIABANK T. EMPRESARIAL GUARDERIA 25320559,110400
110467,1.1.02.68,AMERICAN EXPRESS TARJETA INSTITUCIONAL,110400
110468,1.1.02.69,INTERNATIONAL BANK (INB) DLL.( 867071),110400
110469,1.1.02.70,INTERNATIONAL BANK (INB) DLL .CONTROL (867071),110400
111400,1.1.06,INVENTARIOS,110000
111401,1.1.06.01,MATERIA PRIMA,111400
111402,1.1.06.02,PRODUCCISN EN PROCESO,111400
111403,1.1.06.03,PRODUCCISN TERMINADA,111400
111404,1.1.06.04,ACCESORIOS,111400
111405,1.1.06.05,INVENTARIO MANTENIMIENTO,111400
111406,1.1.06.06,INVENTARIO COMEDOR UM,111400
111407,1.1.06.07,INVENTARIO CAFETERMA,111400
111408,1.1.06.08,INVENTARIO DE PRODUCCION TERMINADA UNILAB,111400
111409,1.1.06.09,INVENTARIO CONSERVATORIO,111400
111410,1.1.06.10,INVENTARIO -VIVERO,111400
111411,1.1.06.11,INVENTARIOS PROVEDURIA UM,111400
111412,1.1.06.12,INVENTARIO DE MATERIA PRIMA UNILAB,111400
111413,1.1.06.13,INVENTARIO TEMPORAL DPTO. DE COMPRAS,111400
111414,1.1.06.14,INVENTARIO ART. PROMOCIONALES,111400
111415,1.1.06.15,INVENTARIO COMPRAS,111400
111416,1.1.06.16,INV. CONSIGNACION CASSETTE,111400
111417,1.1.06.17,INVENTARIO MATERIALES AHORRO ENERGIA,111400
111418,1.1.06.18,ALMACEN HLC,111400
111419,1.1.06.19,FARMACIA,111400
111420,1.1.06.20,CENTRAL DE EQUIPO,111400
111421,1.1.06.21,LABORATORIO,111400
111422,1.1.06.22,RAYOS X,111400
111423,1.1.06.23,URGENCIAS,111400
111424,1.1.06.24,VIDA SANA,111400
111425,1.1.06.25,CLINICA COMUNITARIA,111400
111426,1.1.06.26,INVENTARIO A CONSIGNACION,111400
111427,1.1.06.30,PROVISION INVENTARIOS OBSOLETOS,111400
111428,1.1.06.31,INVENTARIO SISTEMAS,111400
110500,1.1.03,INVERSIONES,110000
110501,1.1.03.01,BANAMEX BANCA PATRIMONIAL 70437991,110500
110502,1.1.03.02,BANAMEX 4185310-2 R.H.G,110500
110503,1.1.03.03,BANAMEX INT.7512956023 GLEN G.,110500
110504,1.1.03.04,BANAMEX 7512956775 L.L. G.,110500
110505,1.1.03.05,BANAMEX CONT.2562887032 KARMY,110500
110506,1.1.03.06,BANAMEX 100820-0/750036098,110500
110507,1.1.03.07,FONDO DE INVERSION SCOTIAN G 7519628-2,110500
110508,1.1.03.08,BANCOMER BCM929985-0 BCO.FOMENTO,110500
110509,1.1.03.09,F.E.U.M.,110500
110510,1.1.03.10,BANAMEX 7512956012- GARBUTH,110500
110511,1.1.03.11,BANORTE-096-87356-5 MESA DE DINERO,110500
110512,1.1.03.12,BANORTE 098-65017-2 MESA DINERO COV.,110500
110513,1.1.03.13,BANAMEX 767774-0 CD,110500
110514,1.1.03.14,BANAMEX 4145555019 CD,110500
110515,1.1.03.15,CALIF.COMERCE BANK INVERSION 5971212825 DLLS,110500
110516,1.1.03.16,CALIF.COMERCE BANK INVERSION 5971212825 DLLS CONTROL,110500
110517,1.1.03.17,SCOTIANBANK INVERSION 78587791,110500
110518,1.1.03.18,ACTINVER S.A. DE C.V  87076580,110500
110519,1.1.03.19,SCOTIANBANK INVERSION A PLAZO 0810000205,110500
110520,1.1.03.20,"INTERCAM CASA DE CAMBIOS, S. A. DE C. V.  4127681134",110500
110521,1.1.03.21,FONDO DE INVERSION SCOTIABANK  7960513-5,110500
110522,1.1.03.22,FDO DE INVERSION SCOTIABAK 2 PATRONATO 7960629-9,110500
110523,1.1.03.23,FDO DE INVERSION HZGUB BANAMEX 7037991,110500
110524,1.1.03.24,INVERSION VISTA BANCOMER 2035020026,110500
110525,1.1.03.25,INVERSION BANORTE COVOPROM,110500
110526,1.1.03.26,INVERSION DISPONIBLE SCOTIA BANK 25300022950,110500
110527,1.1.03.27,INVERSION CONTRATO DE VALORES 000116,110500
111200,1.1.04.10,IVA PENDIENTE DE ACREDITAR,110000
111800,1.1.07.02,RENTA ANTICIPADA,110000
111900,1.1.07.03,PRIMAS DE SEGUROS,110000
111000,1.1.05,CXC -ORGANIZACIONES SUPERIORES,110000
111001,1.1.05.01,DIVISISN INTERAMERICANA,111000
111002,1.1.05.02,UNISN MEXICANA DEL NORTE,111000
111003,1.1.05.03,UNISN MEXICANA DEL SUR,111000
111004,1.1.05.04,UNISN MEXICANA INTEROCEANICA,111000
111005,1.1.05.05,CAMPOS UNION DEL NORTE,111000
111006,1.1.05.06,"AGENCIA DE PUBLICACIONES, A.C.",111000
111007,1.1.05.07,COVOPROM,111000
111008,1.1.05.08,"HOSPITAL LA CARLOTA,S.C.",111000
111009,1.1.05.09,CAMPOS UNION DEL SUR,111000
111010,1.1.05.10,DIA- B.  LAZARO,111000
111011,1.1.05.11,CXC HOSPITAL LA CARLOTA GTOS.,111000
111012,1.1.05.12,ASOC.GENERAL PROYECTO BIBLIA,111000
111013,1.1.05.13,C X C JUNTAS DIA,111000
111014,1.1.05.14,DIA-APROPIACIONES ESPECIALES,111000
111015,1.1.05.15,UNION MEXICANA CENTRAL,111000
111016,1.1.05.16,DIA ABEL MARQUEZ,111000
111017,1.1.05.17,OFICINA B. LAZARO (DIA),111000
111018,1.1.05.18,OFICINA ABEL MARQUEZ (DIA),111000
111019,1.1.05.19,FILANTROPICA FET. A.C. UM CAMPUS TAB.,111000
111020,1.1.05.20,PATRONATO UM A.C.,111000
120000,1.3,ACTIVO FIJO,100000
120400,1.3.01,MOBILIARIO Y EQUIPO,120000
120401,1.3.01.01,MOB. Y EQ. DE OFICINA,120400
120402,1.3.01.04,MAQUINARIA Y EQUIPO,120400
120403,1.3.01.05,EQUIPO DE RESTAURANT,120400
120404,1.3.01.11,MOBILIARIO Y EQ. DE OFICINA HUM,120400
120405,1.3.01.14,MAQUINARIA Y EQUIPO HUM,120400
121000,0.1.03,equipo_transporte_general,120000
121001,1.3.01.03,EQUIPO DE TRANSPORTE,121000
121002,1.3.01.13,EQUIPO DE TRANSPORTE HUM,121000
120600,0.1.04,equipo_computo,120000
120601,1.3.01.02,EQUIPO DE COMPUTO Y ELECTRONICA,120600
120602,1.3.01.12,EQUIPO DE COMPUTO HUM,120600
120603,1.3.01.06,EQ. DE TELECOMUNICACIONES,120600
120500,1.3.02,DEPN. ACUMULADA DE MOB. Y EQ.,120000
120501,1.3.02.01,DEPN. ACU. DE EQUIPO DE OFICINA,120500
120502,1.3.02.04,DEPN. ACUM. DE MAQUINARIA Y EQ.,120500
120503,1.3.02.05,DEPN. ACUM. DE EQ. DE RESTAUTANT,120500
120504,1.3.02.11,DEPN. ACUM MOB. Y EQ. DE OF. HUM,120500
120505,1.3.02.14,DEPN. ACUM.  MAQ. Y EQ.  HUM,120500
120700,0.1.05,depn_acum_computo,120000
120701,1.3.02.02,DEPN. ACUM. DE EQ. DE COMPUTO Y ELECRONICA,120700
120702,1.3.02.12,DEPN. ACUM. EQ. DE COMPUTO HUM,120700
120703,1.3.02.06,DEPN. ACUM. EQ. TELECOMUNICACIONES,120700
121100,0.1.06,depn_acum_transporte,120000
121101,1.3.02.03,DEPN. ACUM. DE EQ. DE TRANSPORTE,121100
121102,1.3.02.13,DEPN. ACUM. EQ. DE TRANSP. HUM,121100
120300,1.3.03.04,DEPN. ACUM EDIFICIOS,120000
120100,1.3.03,TERRENOS Y EDIFICIOS,120000
120200,0.1.07,edificios_general,120000
120201,1.3.03.01,EDIFICIOS,120200
120202,1.3.03.02,INST. DEPORTIVAS (GIMANSIO),120200
130000,1.4,ACTIVO DIFERIDO,100000
130500,1.4.01.01,GASTOS DE INSTALACISN,130000
140100,1.4.03,DEPSSITOS EN GARANTMA,140000
140101,1.4.03.01,DEPOSITO RENTA DE CASAS,140100
140102,1.4.03.02,DEPSSITO LINEA TELEFSNICAS,140100
140103,1.4.03.03,DEPOSITOS EN GARANTIA,140100
110700,1.1.04,CUENTAS POR COBRAR,110000
110701,1.1.04.01,ESTUDIANTES,110700
110702,1.1.04.02,PACIENTES INTERNOS,110700
110703,1.1.04.03,INSTITUCIONES,110700
110704,1.1.04.06,ISR PROVISIONAL,110700
110705,1.1.04.07,IVA POR ACREDITAR,110700
110706,1.1.04.08,IVA IDENTIFICADO GRAVADO,110700
110707,1.1.04.09,IVA NO IDENTIFICADO,110700
110708,1.1.04.11,RESERVA PARA CUENTAS INCOBRABLES,110700
110709,1.1.04.12,CXC  INTERNA-SERVICUM,110700
110710,1.1.04.13,CXC INTERNA-MODUMART,110700
110711,1.1.04.14,CXC INTERNA-UMART,110700
110712,1.1.04.15,RESERVAS INCOBRABLES SUBSIDIARIAS UM,110700
110713,1.1.04.16,CXC INTERNA-GUARDERMA INFANTIL,110700
110714,1.1.04.17,CXC SERVICIOS DE ENSEÃ‘ANZA A UM,110700
110715,1.1.04.18,CXC INTERNA-LIB. UNIV.,110700
110716,1.1.04.19,CXC INTERNA-UNILAB,110700
110717,1.1.04.20,CXC INTERNA-UNIMARKET,110700
110718,1.1.04.21,CXC INTERNA CENTRO DENTAL,110700
110719,1.1.04.22,CTAS. X COB. INT. COLPORTAJE,110700
110720,1.1.04.23,C X C INTERNA UM A FIT,110700
110721,1.1.04.24,CXC INTERNA CENTRO DE PROD. MUSICAL,110700
110722,1.1.04.25,CLIENTES EMP-ESC.,110700
110723,1.1.04.26,DEUDORES DIVERS0S E-E.,110700
110724,1.1.04.27,IVA PENDIENTE POR ACREDITAR,110700
110725,1.1.04.28,CXC.I. LAB. DENTAL,110700
110726,1.1.04.29,ESTUDIANTES PASIVOS,110700
110727,1.1.04.30,ESTUDIANTES INCOBRABLES,110700
110728,1.1.04.31,IVA ACREDITABLE IMPORTACIONES,110700
110729,1.1.04.32,C X C  INTERNA UM  A PROMUSIC,110700
110730,1.1.04.35,CXC INTERNA GUARDERIA (P DIA),110700
110731,1.1.04.36,CXC INTERNA HLC (P DIA),110700
110732,1.1.04.37,IDE RETENIDO,110700
110733,1.1.04.38,CXC INTERNA UM A ESC. NUTRICION,110700
110734,1.1.04.39,CXC INTERNA UM A ESC. TEOLOGIA,110700
110735,1.1.04.40,CXC H.L.C / VIDA SANA,110700
110736,1.1.04.41,CXC H.L.C /  INSTITUTO DE LA VISION,110700
110737,1.1.04.42,CXC HLC/CENTRO DENTAL (P),110700
110738,1.1.04.43,CXC HOSPITAL LA C/CENTRO DENTAL,110700
110739,1.1.04.44,PROYECTO DE INVERSION FINCA,110700
110600,1.1.04.04,CLIENTES,110000
110800,1.1.04.05,DEUDORES DIVERSOS,110000
140300,1.2,ACTIVO A LARGO PLAZO,140000
140301,1.2.01,CUENTAS POR COBRAR A LARGO PLAZO,140300
140302,1.2.01.01,CXC INT. L.P. SERVICUM,140300
140303,1.2.01.02,CXC INT. L.P. DONATIVOS PROY. E-E,140300
140304,1.2.01.03,CXC INT. L.P. UMART,140300
140305,1.2.01.04,CXC INT. L.P. MODUMART,140300
140306,1.2.01.05,CXC INT. L.P. EDITORIAL M.M.,140300
140307,1.2.01.06,CXC INTERNA. L.P. TUBOMART,140300
140308,1.2.01.07,CXC INT. L.P. UNIMARKET,140300
140309,1.2.01.08,CXC INT L.P. UNILAB,140300
140310,1.2.01.09,C.X.C  INT. L.P. ARTICULOS PROMOCIONALES UM,140300
140311,1.2.01.10,CXC INT. L.P.TIENDA DE REGALOS TIPS,140300
140312,1.2.01.11,CXC INT. PISTAS MUS.,140300
140313,1.2.01.12,CXC INT. A L.P. SUPERBOM,140300
140314,1.2.01.13,C X C LP HOSPITAL LA CARLOTA,140300
140315,1.2.01.14,C X C  L. P. FINCA,140300
140316,1.2.01.15,DEUDORES A L.P.,140300
140317,1.2.01.16,"C X C  L.P.  HOSPITAL ""LA CARLOTA"" - PRESTAMO",140300
140318,1.2.01.17,CXC  L. P. LIBRERIA UNIV.,140300
140319,1.2.01.18,C X C L.P. GUARDERIA,140300
200000,2,PASIVO,0
210000,2.1,PASIVO CIRCULANTE,200000
210200,2.1.01,CUENTAS POR PAGAR,210000
210201,2.1.01.01,ESTUDIANTES,210200
210202,2.1.01.02,PACIENTES,210200
210203,2.1.01.03,INSTITUCIONES,210200
210204,2.1.01.06,RVA. PARA AGUINALDO,210200
210205,2.1.01.07,RVA. PARA PRIMA VACACIONAL,210200
210206,2.1.01.08,NOMINA,210200
210207,2.1.01.09,CXP-INTERNA-ACADEMICO,210200
210208,2.1.01.10,SECCISN NORESTE (DIEZMOS),210200
210209,2.1.01.11,CAMBIO DE CHEQUE,210200
210210,2.1.01.24,ESTUDIANTES DE ISAR,210200
210211,2.1.01.25,NOMINA-JUBILADOS,210200
210212,2.1.01.31,DONATIVOS POR PAGAR,210200
210213,2.1.01.36,FEUM-EMPLEADOS,210200
210214,2.1.01.37,GUARDERIA INFANTIL IMSS,210200
210215,2.1.01.39,FIDEICOMISO P/AHORRO DE ENERGIA,210200
210216,2.1.01.40,INFONAVIT AMORTIZACIONES,210200
210217,2.1.01.41,C X P INTERNA PROMUSIC A UM,210200
210218,2.1.01.44,FONDO PARA POBRES HLC,210200
210219,2.1.01.45,CXP INTERNA ACADEMICO (P DIA),210200
210220,2.1.01.46,PACIENTES,210200
210221,2.1.01.47,CUENTA POR PAGAR A CORTO PLAZO UMS,210200
210222,2.1.01.50,CXP INTERNA ESC. NUTRICION A UM,210200
210223,2.1.01.51,CXP INTERNA ESC. TEOLOGIA  A UM,210200
210224,2.1.01.52,CXP UM CENTRO DENTAL /PRESTAMO,210200
210225,2.1.01.53,C X P INTERNA FIT A UM,210200
210226,2.1.01.54,CXP PRESTAMO DIA PROYECTO FINCA CORTO PLAZO,210200
210227,2.1.01.55,CXP PRESTAMO A DIA HLC 2010 230 MIL  DLL,210200
210228,2.1.01.56,C X P. C.PLAZO A DIA  PRESTAMO HLC 2010 135 MIL DLL,210200
210229,2.1.01.57,C X P C. PLAZO A DIA PRESTAMO PROYECTO T.V. 155 MIL DLL,210200
210100,0.2.01,proveerodes_general,210000
210101,2.1.01.04,PROVEEDORES,210100
210102,2.1.01.26,PROVEEDORES EMP-ESC.,210100
210103,2.1.01.33,MUEBLERIA MORELOS,210100
210104,2.1.01.34,ASEGURADORA HIDALGO,210100
210105,2.1.01.16,SEGURO SOCIAL,210100
210106,2.1.01.38,SEGUROS MET LIFE MEXICO,210100
210300,0.2.02,acreedores_general,210000
210301,2.1.01.05,ACREEDORES DIVERSOS,210300
210302,2.1.01.27,ACREEDORES DIV. EMP-ESC.,210300
210303,2.1.01.35,ACREEDORES PROMOBIEN,210300
210500,0.2.03,hipotecas_pagar,210000
210501,2.1.02.01,COLEGIATURAS,210500
210502,2.1.02.02,ALUMNOS GASTOS MIDICOS,210500
210503,2.1.02.03,ALUMNOS GASTOS DE ACCIDENTES,210500
210504,2.1.02.04,DEPOSITOS NO IDENTIFICADOS,210500
210505,2.1.02.05,DESCUENTOS,210500
210506,2.1.01.28,INFONAVIT-PRESTAMOS,210500
210507,2.1.01.29,ANTICIPO DE CLIENTES,210500
210508,2.1.01.30,MOCASSIN,210500
210509,2.1.01.32,SERVICIOS POR ENSEÃ‘ANZA  A COVOPROM,210500
210600,0.2.04,iva_causado,210000
210601,2.1.01.42,2% SOBRE NOMINAS,210600
210602,2.1.01.43,1% SOBRE MED  CONTROLADOS,210600
210603,2.1.01.17,5% INFONAVIT,210600
210604,2.1.01.18,2% SAR,210600
210605,2.1.01.13,CRIDITO AL SALARIO (ISPT),210600
210800,0.2.05,iva_pagar_general,210000
210801,2.1.01.19,IVA POR PAGAR,210800
210802,2.1.01.20,IVA PENDIENTE DE TRASLADAR,210800
210803,2.1.01.21,IVA RETENIDO POR PAGAR,210800
210804,2.1.01.22,IVA RETENIDO A TRANSPORTISTAS,210800
210805,2.1.01.23,IVA RETENIDO POR PAGAR HONORARIOS,210800
211000,0.2.06,impuestos_derechos_retenidos_enterar,210000
211001,2.1.01.14,RETENCIONES ARRENDAMIENTO,211000
211002,2.1.01.15,RETENCIONES HONORARIOS,211000
211003,2.1.01.48,IMPUESTO X RETENCION DE ARRENDAMIENTO,211000
211100,0.2.07,isr_pagar,210000
211101,2.1.01.12,ISR SUELDO,211100
211102,2.1.01.49,ISR PERSONA MORAL,211100
220000,2.2,PASIVO A LARGO PLAZO,200000
220100,2.2.01,CUENTAS POR PAGAR A L.P.,220000
220101,2.2.01.01,CUENTAS POR PAGAR INTERNAS A L.P.,220100
220102,2.2.01.02,FIDEICOMISO P/AHORRO ENERGIA,220100
220103,2.2.01.03,CXP DIVISION INTERAMERICANA,220100
220104,2.2.01.04,CXP LP UNION MEXICANA DEL SUR,220100
220105,2.2.01.05,CUENTA X PAGAR DIA PROYECTO FINCA,220100
220106,2.2.01.06,CUENTA X PAGAR A DIA PRESTAMO HLC 2010 230 MIL DLL,220100
220107,2.2.01.07,C X P L.PLAZO A DIA PRESTAMO  HLC 2010 135 MIL DLL,220100
220108,2.2.01.08,CXP L.PLAZO A DIA PRESTAMO PROYECTO TV 155 MIL DLL,220100
